height_cm,wt235,mol_frac_u_50_50,keff_50_50,mol_frac_u_25_75,keff_25_75,mol_frac_u_75_25,keff_75_25
27.1875,0.2,0.5,1.01523,0.25,1.03515,0.75,1.056
